county,precinct,office,district,candidate,party,votes
Wayne,"City of Lincoln Park, Precinct 20",Straight Party,"",Republican Party,REP,301
Wayne,"City of Lincoln Park, Precinct 20",Straight Party,"",Libertarian Party,LIB,6
Wayne,"City of Lincoln Park, Precinct 20",Straight Party,"",U.S. Taxpayers Party,UST,7
Wayne,"City of Lincoln Park, Precinct 20",Straight Party,"",Working Class Party,WCP,9
Wayne,"City of Lincoln Park, Precinct 20",Straight Party,"",Green Party,GRN,5
Wayne,"City of Lincoln Park, Precinct 20",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Lincoln Park, Precinct 20",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 22",Straight Party,"",Democrat Party,DEM,386
Wayne,"City of Lincoln Park, Precinct 22",Straight Party,"",Republican Party,REP,332
Wayne,"City of Lincoln Park, Precinct 22",Straight Party,"",Libertarian Party,LIB,5
Wayne,"City of Lincoln Park, Precinct 22",Straight Party,"",U.S. Taxpayers Party,UST,3
Wayne,"City of Lincoln Park, Precinct 22",Straight Party,"",Working Class Party,WCP,11
Wayne,"City of Lincoln Park, Precinct 22",Straight Party,"",Green Party,GRN,1
Wayne,"City of Lincoln Park, Precinct 22",Straight Party,"",Natural Law Party,NLP,2
Wayne,"City of Lincoln Park, Precinct 22",Straight Party,"",Write-Ins,"",0
Wayne,"City of Lincoln Park, Precinct 24",Straight Party,"",Democrat Party,DEM,275
Wayne,"City of Lincoln Park, Precinct 24",Straight Party,"",Republican Party,REP,225
Wayne,"City of Lincoln Park, Precinct 24",Straight Party,"",Libertarian Party,LIB,4
Wayne,"City of Lincoln Park, Precinct 24",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Lincoln Park, Precinct 24",Straight Party,"",Working Class Party,WCP,5
Wayne,"City of Lincoln Park, Precinct 24",Straight Party,"",Green Party,GRN,1
Wayne,"City of Lincoln Park, Precinct 24",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Lincoln Park, Precinct 24",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 1A",Straight Party,"",Democrat Party,DEM,608
Wayne,"City of Livonia, Precinct 1A",Straight Party,"",Republican Party,REP,423
Wayne,"City of Livonia, Precinct 1A",Straight Party,"",Libertarian Party,LIB,13
Wayne,"City of Livonia, Precinct 1A",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Livonia, Precinct 1A",Straight Party,"",Working Class Party,WCP,12
Wayne,"City of Livonia, Precinct 1A",Straight Party,"",Green Party,GRN,3
Wayne,"City of Livonia, Precinct 1A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 1A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 1B",Straight Party,"",Democrat Party,DEM,268
Wayne,"City of Livonia, Precinct 1B",Straight Party,"",Republican Party,REP,201
Wayne,"City of Livonia, Precinct 1B",Straight Party,"",Libertarian Party,LIB,7
Wayne,"City of Livonia, Precinct 1B",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 1B",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Livonia, Precinct 1B",Straight Party,"",Green Party,GRN,1
Wayne,"City of Livonia, Precinct 1B",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 1B",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 2A",Straight Party,"",Democrat Party,DEM,517
Wayne,"City of Livonia, Precinct 2A",Straight Party,"",Republican Party,REP,395
Wayne,"City of Livonia, Precinct 2A",Straight Party,"",Libertarian Party,LIB,9
Wayne,"City of Livonia, Precinct 2A",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Livonia, Precinct 2A",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Livonia, Precinct 2A",Straight Party,"",Green Party,GRN,3
Wayne,"City of Livonia, Precinct 2A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 2A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 3A",Straight Party,"",Democrat Party,DEM,330
Wayne,"City of Livonia, Precinct 3A",Straight Party,"",Republican Party,REP,273
Wayne,"City of Livonia, Precinct 3A",Straight Party,"",Libertarian Party,LIB,3
Wayne,"City of Livonia, Precinct 3A",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 3A",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Livonia, Precinct 3A",Straight Party,"",Green Party,GRN,0
Wayne,"City of Livonia, Precinct 3A",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Livonia, Precinct 3A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 3B",Straight Party,"",Democrat Party,DEM,475
Wayne,"City of Livonia, Precinct 3B",Straight Party,"",Republican Party,REP,510
Wayne,"City of Livonia, Precinct 3B",Straight Party,"",Libertarian Party,LIB,7
Wayne,"City of Livonia, Precinct 3B",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 3B",Straight Party,"",Working Class Party,WCP,2
Wayne,"City of Livonia, Precinct 3B",Straight Party,"",Green Party,GRN,2
Wayne,"City of Livonia, Precinct 3B",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 3B",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 4A",Straight Party,"",Democrat Party,DEM,552
Wayne,"City of Livonia, Precinct 4A",Straight Party,"",Republican Party,REP,625
Wayne,"City of Livonia, Precinct 4A",Straight Party,"",Libertarian Party,LIB,2
Wayne,"City of Livonia, Precinct 4A",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 4A",Straight Party,"",Working Class Party,WCP,0
Wayne,"City of Livonia, Precinct 4A",Straight Party,"",Green Party,GRN,1
Wayne,"City of Livonia, Precinct 4A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 4A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 7A",Straight Party,"",Democrat Party,DEM,463
Wayne,"City of Livonia, Precinct 7A",Straight Party,"",Republican Party,REP,512
Wayne,"City of Livonia, Precinct 7A",Straight Party,"",Libertarian Party,LIB,2
Wayne,"City of Livonia, Precinct 7A",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 7A",Straight Party,"",Working Class Party,WCP,2
Wayne,"City of Livonia, Precinct 7A",Straight Party,"",Green Party,GRN,1
Wayne,"City of Livonia, Precinct 7A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 7A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 8A",Straight Party,"",Democrat Party,DEM,242
Wayne,"City of Livonia, Precinct 8A",Straight Party,"",Republican Party,REP,422
Wayne,"City of Livonia, Precinct 8A",Straight Party,"",Libertarian Party,LIB,4
Wayne,"City of Livonia, Precinct 8A",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Livonia, Precinct 8A",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Livonia, Precinct 8A",Straight Party,"",Green Party,GRN,1
Wayne,"City of Livonia, Precinct 8A",Straight Party,"",Natural Law Party,NLP,2
Wayne,"City of Livonia, Precinct 8A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 8B",Straight Party,"",Democrat Party,DEM,274
Wayne,"City of Livonia, Precinct 8B",Straight Party,"",Republican Party,REP,324
Wayne,"City of Livonia, Precinct 8B",Straight Party,"",Libertarian Party,LIB,1
Wayne,"City of Livonia, Precinct 8B",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 8B",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Livonia, Precinct 8B",Straight Party,"",Green Party,GRN,0
Wayne,"City of Livonia, Precinct 8B",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 8B",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 9A",Straight Party,"",Democrat Party,DEM,446
Wayne,"City of Livonia, Precinct 9A",Straight Party,"",Republican Party,REP,522
Wayne,"City of Livonia, Precinct 9A",Straight Party,"",Libertarian Party,LIB,4
Wayne,"City of Livonia, Precinct 9A",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 9A",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Livonia, Precinct 9A",Straight Party,"",Green Party,GRN,5
Wayne,"City of Livonia, Precinct 9A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 9A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 10A",Straight Party,"",Democrat Party,DEM,312
Wayne,"City of Livonia, Precinct 10A",Straight Party,"",Republican Party,REP,347
Wayne,"City of Livonia, Precinct 10A",Straight Party,"",Libertarian Party,LIB,6
Wayne,"City of Livonia, Precinct 10A",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Livonia, Precinct 10A",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Livonia, Precinct 10A",Straight Party,"",Green Party,GRN,0
Wayne,"City of Livonia, Precinct 10A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 10A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 11A",Straight Party,"",Democrat Party,DEM,526
Wayne,"City of Livonia, Precinct 11A",Straight Party,"",Republican Party,REP,463
Wayne,"City of Livonia, Precinct 11A",Straight Party,"",Libertarian Party,LIB,3
Wayne,"City of Livonia, Precinct 11A",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 11A",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Livonia, Precinct 11A",Straight Party,"",Green Party,GRN,3
Wayne,"City of Livonia, Precinct 11A",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Livonia, Precinct 11A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 12A",Straight Party,"",Democrat Party,DEM,478
Wayne,"City of Livonia, Precinct 12A",Straight Party,"",Republican Party,REP,343
Wayne,"City of Livonia, Precinct 12A",Straight Party,"",Libertarian Party,LIB,4
Wayne,"City of Livonia, Precinct 12A",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Livonia, Precinct 12A",Straight Party,"",Working Class Party,WCP,7
Wayne,"City of Livonia, Precinct 12A",Straight Party,"",Green Party,GRN,1
Wayne,"City of Livonia, Precinct 12A",Straight Party,"",Natural Law Party,NLP,2
Wayne,"City of Livonia, Precinct 12A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 13A",Straight Party,"",Democrat Party,DEM,493
Wayne,"City of Livonia, Precinct 13A",Straight Party,"",Republican Party,REP,414
Wayne,"City of Livonia, Precinct 13A",Straight Party,"",Libertarian Party,LIB,7
Wayne,"City of Livonia, Precinct 13A",Straight Party,"",U.S. Taxpayers Party,UST,3
Wayne,"City of Livonia, Precinct 13A",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Livonia, Precinct 13A",Straight Party,"",Green Party,GRN,2
Wayne,"City of Livonia, Precinct 13A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 13A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 14A",Straight Party,"",Democrat Party,DEM,472
Wayne,"City of Livonia, Precinct 14A",Straight Party,"",Republican Party,REP,442
Wayne,"City of Livonia, Precinct 14A",Straight Party,"",Libertarian Party,LIB,6
Wayne,"City of Livonia, Precinct 14A",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Livonia, Precinct 14A",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Livonia, Precinct 14A",Straight Party,"",Green Party,GRN,1
Wayne,"City of Livonia, Precinct 14A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 14A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 15A",Straight Party,"",Democrat Party,DEM,372
Wayne,"City of Livonia, Precinct 15A",Straight Party,"",Republican Party,REP,415
Wayne,"City of Livonia, Precinct 15A",Straight Party,"",Libertarian Party,LIB,2
Wayne,"City of Livonia, Precinct 15A",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 15A",Straight Party,"",Working Class Party,WCP,0
Wayne,"City of Livonia, Precinct 15A",Straight Party,"",Green Party,GRN,0
Wayne,"City of Livonia, Precinct 15A",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Livonia, Precinct 15A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 16A",Straight Party,"",Democrat Party,DEM,319
Wayne,"City of Livonia, Precinct 16A",Straight Party,"",Republican Party,REP,417
Wayne,"City of Livonia, Precinct 16A",Straight Party,"",Libertarian Party,LIB,2
Wayne,"City of Livonia, Precinct 16A",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Livonia, Precinct 16A",Straight Party,"",Working Class Party,WCP,0
Wayne,"City of Livonia, Precinct 16A",Straight Party,"",Green Party,GRN,1
Wayne,"City of Livonia, Precinct 16A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 16A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 16B",Straight Party,"",Democrat Party,DEM,223
Wayne,"City of Livonia, Precinct 16B",Straight Party,"",Republican Party,REP,292
Wayne,"City of Livonia, Precinct 16B",Straight Party,"",Libertarian Party,LIB,4
Wayne,"City of Livonia, Precinct 16B",Straight Party,"",U.S. Taxpayers Party,UST,2
Wayne,"City of Livonia, Precinct 16B",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Livonia, Precinct 16B",Straight Party,"",Green Party,GRN,2
Wayne,"City of Livonia, Precinct 16B",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 16B",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 17A",Straight Party,"",Democrat Party,DEM,330
Wayne,"City of Livonia, Precinct 17A",Straight Party,"",Republican Party,REP,391
Wayne,"City of Livonia, Precinct 17A",Straight Party,"",Libertarian Party,LIB,2
Wayne,"City of Livonia, Precinct 17A",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 17A",Straight Party,"",Working Class Party,WCP,0
Wayne,"City of Livonia, Precinct 17A",Straight Party,"",Green Party,GRN,2
Wayne,"City of Livonia, Precinct 17A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 17A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 17B",Straight Party,"",Democrat Party,DEM,268
Wayne,"City of Livonia, Precinct 17B",Straight Party,"",Republican Party,REP,343
Wayne,"City of Livonia, Precinct 17B",Straight Party,"",Libertarian Party,LIB,3
Wayne,"City of Livonia, Precinct 17B",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Livonia, Precinct 17B",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Livonia, Precinct 17B",Straight Party,"",Green Party,GRN,0
Wayne,"City of Livonia, Precinct 17B",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Livonia, Precinct 17B",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 18A",Straight Party,"",Democrat Party,DEM,367
Wayne,"City of Livonia, Precinct 18A",Straight Party,"",Republican Party,REP,481
Wayne,"City of Livonia, Precinct 18A",Straight Party,"",Libertarian Party,LIB,2
Wayne,"City of Livonia, Precinct 18A",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 18A",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Livonia, Precinct 18A",Straight Party,"",Green Party,GRN,1
Wayne,"City of Livonia, Precinct 18A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 18A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 19A",Straight Party,"",Democrat Party,DEM,321
Wayne,"City of Livonia, Precinct 19A",Straight Party,"",Republican Party,REP,370
Wayne,"City of Livonia, Precinct 19A",Straight Party,"",Libertarian Party,LIB,4
Wayne,"City of Livonia, Precinct 19A",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Livonia, Precinct 19A",Straight Party,"",Working Class Party,WCP,4
Wayne,"City of Livonia, Precinct 19A",Straight Party,"",Green Party,GRN,0
Wayne,"City of Livonia, Precinct 19A",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Livonia, Precinct 19A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 19B",Straight Party,"",Democrat Party,DEM,375
Wayne,"City of Livonia, Precinct 19B",Straight Party,"",Republican Party,REP,458
Wayne,"City of Livonia, Precinct 19B",Straight Party,"",Libertarian Party,LIB,6
Wayne,"City of Livonia, Precinct 19B",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 19B",Straight Party,"",Working Class Party,WCP,1
Wayne,"City of Livonia, Precinct 19B",Straight Party,"",Green Party,GRN,2
Wayne,"City of Livonia, Precinct 19B",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Livonia, Precinct 19B",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 20A",Straight Party,"",Democrat Party,DEM,374
Wayne,"City of Livonia, Precinct 20A",Straight Party,"",Republican Party,REP,441
Wayne,"City of Livonia, Precinct 20A",Straight Party,"",Libertarian Party,LIB,5
Wayne,"City of Livonia, Precinct 20A",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 20A",Straight Party,"",Working Class Party,WCP,2
Wayne,"City of Livonia, Precinct 20A",Straight Party,"",Green Party,GRN,1
Wayne,"City of Livonia, Precinct 20A",Straight Party,"",Natural Law Party,NLP,1
Wayne,"City of Livonia, Precinct 20A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 21A",Straight Party,"",Democrat Party,DEM,403
Wayne,"City of Livonia, Precinct 21A",Straight Party,"",Republican Party,REP,397
Wayne,"City of Livonia, Precinct 21A",Straight Party,"",Libertarian Party,LIB,2
Wayne,"City of Livonia, Precinct 21A",Straight Party,"",U.S. Taxpayers Party,UST,1
Wayne,"City of Livonia, Precinct 21A",Straight Party,"",Working Class Party,WCP,0
Wayne,"City of Livonia, Precinct 21A",Straight Party,"",Green Party,GRN,0
Wayne,"City of Livonia, Precinct 21A",Straight Party,"",Natural Law Party,NLP,0
Wayne,"City of Livonia, Precinct 21A",Straight Party,"",Write-Ins,"",0
Wayne,"City of Livonia, Precinct 22A",Straight Party,"",Democrat Party,DEM,382
Wayne,"City of Livonia, Precinct 22A",Straight Party,"",Republican Party,REP,402
Wayne,"City of Livonia, Precinct 22A",Straight Party,"",Libertarian Party,LIB,3
Wayne,"City of Livonia, Precinct 22A",Straight Party,"",U.S. Taxpayers Party,UST,0
Wayne,"City of Livonia, Precinct 22A",Straight Party,"",Working Class Party,WCP,3
Wayne,"City of Livonia, Precinct 22A",Straight Party,"",Green Party,GRN,0
Wayne,"City of Livonia, Precinct 22A",Straight Party,"",Natural Law Party,NLP,0
